iter	Accuracy	MultiClass
1719	0.9961813254	0.04719962386
1720	0.9961813254	0.04717033078
1721	0.9961813254	0.04714214387
1722	0.9961813254	0.04711654695
1723	0.9961813254	0.04708502687
1724	0.9961813254	0.04707454589
1725	0.9961813254	0.04706173256
1726	0.9961813254	0.04703609515
1727	0.9961813254	0.04699999079
1728	0.9961813254	0.04694180719
1729	0.9961813254	0.04690511207
1730	0.9961813254	0.04686420877
1731	0.9961813254	0.04681397376
1732	0.9961813254	0.04677971091
1733	0.9963045085	0.04674760485
1734	0.9963045085	0.04671219669
1735	0.9963045085	0.04667281043
1736	0.9963045085	0.04663097993
1737	0.9963045085	0.04656936142
1738	0.9963045085	0.04652825643
1739	0.9963045085	0.04649707273
1740	0.9963045085	0.04645773942
1741	0.9963045085	0.04643380652
1742	0.9963045085	0.0463997719
1743	0.9963045085	0.04637054909
1744	0.9963045085	0.04632119717
1745	0.9963045085	0.04630147674
1746	0.9963045085	0.04628844333
1747	0.9964276915	0.04623738843
1748	0.9964276915	0.04620650857
1749	0.9964276915	0.04617864988
1750	0.9964276915	0.04614182753
1751	0.9964276915	0.04609247677
1752	0.9964276915	0.04605253309
1753	0.9964276915	0.04603932781
1754	0.9964276915	0.04602923852
1755	0.9964276915	0.04599592457
1756	0.9964276915	0.0459700623
1757	0.9964276915	0.04595294132
1758	0.9964276915	0.04593125272
1759	0.9964276915	0.04590781724
1760	0.9964276915	0.04587212036
1761	0.9964276915	0.04584113798
1762	0.9964276915	0.04582547658
1763	0.9964276915	0.04579623925
1764	0.9964276915	0.04577126117
1765	0.9965508746	0.04573573778
1766	0.9965508746	0.04571623756
1767	0.9964276915	0.04570899866
1768	0.9964276915	0.04567832644
1769	0.9964276915	0.0456523474
1770	0.9965508746	0.04562354108
1771	0.9965508746	0.04557175357
1772	0.9965508746	0.04554801922
1773	0.9965508746	0.04553292149
1774	0.9965508746	0.04549446266
1775	0.9965508746	0.04547582714
1776	0.9966740576	0.04541819952
1777	0.9966740576	0.04535447779
1778	0.9966740576	0.04529527413
1779	0.9966740576	0.04526937121
1780	0.9966740576	0.04524778145
1781	0.9966740576	0.04522415811
1782	0.9966740576	0.04520530463
1783	0.9966740576	0.04518239138
1784	0.9966740576	0.04515348591
1785	0.9966740576	0.04513853247
1786	0.9966740576	0.0451223445
1787	0.9966740576	0.04510155466
1788	0.9966740576	0.04506340248
1789	0.9966740576	0.04506025199
1790	0.9966740576	0.04501363506
1791	0.9966740576	0.04495196807
1792	0.9965508746	0.04492390136
1793	0.9965508746	0.04490404918
1794	0.9965508746	0.04488637591
1795	0.9966740576	0.04485605337
1796	0.9966740576	0.04482357679
1797	0.9966740576	0.04476666718
1798	0.9966740576	0.04470647984
1799	0.9966740576	0.04466772428
1800	0.9966740576	0.04462516974
1801	0.9966740576	0.04460781617
1802	0.9966740576	0.04456687236
1803	0.9967972407	0.04454308143
1804	0.9967972407	0.04450082204
1805	0.9967972407	0.04446135692
1806	0.9967972407	0.04444859585
1807	0.9967972407	0.04439274231
1808	0.9967972407	0.04434531357
1809	0.9967972407	0.04430548806
1810	0.9967972407	0.0442794068
1811	0.9967972407	0.04426949942
1812	0.9967972407	0.04423720019
1813	0.9967972407	0.04423424367
1814	0.9967972407	0.04421564876
1815	0.9967972407	0.04418997671
1816	0.9967972407	0.04416243295
1817	0.9967972407	0.0441342605
1818	0.9967972407	0.04408603074
1819	0.9967972407	0.04406962386
1820	0.9967972407	0.04403356675
1821	0.9967972407	0.04400853412
1822	0.9967972407	0.04398847392
1823	0.9967972407	0.04396654145
1824	0.9967972407	0.04395230646
1825	0.9967972407	0.04390997693
1826	0.9967972407	0.0438769763
1827	0.9967972407	0.04381678094
1828	0.9967972407	0.04380008144
1829	0.9967972407	0.04374924218
1830	0.9967972407	0.04370636525
1831	0.9967972407	0.04368767828
1832	0.9969204237	0.043620854
1833	0.9969204237	0.04361089571
1834	0.9969204237	0.04358687553
1835	0.9969204237	0.04354285769
1836	0.9969204237	0.04351570168
1837	0.9969204237	0.04351252454
1838	0.9969204237	0.04349929531
1839	0.9969204237	0.04345303895
1840	0.9969204237	0.0434340101
1841	0.9969204237	0.04340806312
1842	0.9969204237	0.04336420606
1843	0.9969204237	0.0433502207
1844	0.9969204237	0.04331969991
1845	0.9969204237	0.0432945346
1846	0.9969204237	0.04324274893
1847	0.9969204237	0.04319172646
1848	0.9969204237	0.04313782609
1849	0.9969204237	0.04311595463
1850	0.9969204237	0.04306710121
1851	0.9969204237	0.0430468415
1852	0.9969204237	0.04302070843
1853	0.9969204237	0.04298750057
1854	0.9969204237	0.0429696345
1855	0.9969204237	0.04296376095
1856	0.9969204237	0.04292910067
1857	0.9969204237	0.04291291322
1858	0.9969204237	0.04286592091
1859	0.9969204237	0.0428256041
1860	0.9969204237	0.04280118046
1861	0.9969204237	0.04277850362
1862	0.9969204237	0.0427642163
1863	0.9969204237	0.04272617668
1864	0.9969204237	0.04268303711
1865	0.9969204237	0.04266604615
1866	0.9969204237	0.04265178469
1867	0.9969204237	0.04259151219
1868	0.9969204237	0.0425750168
1869	0.9969204237	0.04254985646
1870	0.9969204237	0.04252324422
1871	0.9969204237	0.04248776646
1872	0.9969204237	0.04246503479
1873	0.9969204237	0.04246275082
1874	0.9969204237	0.04243080009
1875	0.9969204237	0.04237646221
1876	0.9969204237	0.04235107037
1877	0.9969204237	0.04230419372
1878	0.9969204237	0.04227653883
1879	0.9969204237	0.04224881387
1880	0.9969204237	0.04221036608
1881	0.9969204237	0.04217050975
1882	0.9969204237	0.04215763052
1883	0.9969204237	0.04215118842
1884	0.9969204237	0.04212332642
1885	0.9969204237	0.04209020991
1886	0.9969204237	0.04206344236
1887	0.9969204237	0.04202214339
1888	0.9969204237	0.0419900897
1889	0.9969204237	0.04195714795
1890	0.9969204237	0.04195162589
1891	0.9969204237	0.0419149701
1892	0.9969204237	0.04188350452
1893	0.9969204237	0.04186198143
1894	0.9969204237	0.04182729726
1895	0.9969204237	0.04179609136
1896	0.9970436068	0.04177976139
1897	0.9970436068	0.04176262679
1898	0.9970436068	0.04174363907
1899	0.9970436068	0.04173026491
1900	0.9970436068	0.04169516444
1901	0.9970436068	0.04167382483
1902	0.9970436068	0.04164680485
1903	0.9970436068	0.04160557675
1904	0.9970436068	0.04157815951
1905	0.9970436068	0.04152974234
1906	0.9970436068	0.04150306345
1907	0.9970436068	0.0414843484
1908	0.9970436068	0.0414554698
1909	0.9970436068	0.0414511067
1910	0.9970436068	0.04142260105
1911	0.9970436068	0.04137964178
1912	0.9970436068	0.04135502789
1913	0.9970436068	0.04133309417
1914	0.9971667898	0.04128098439
1915	0.9971667898	0.04128052194
1916	0.9971667898	0.04122456986
1917	0.9971667898	0.04121516348
1918	0.9971667898	0.04120321488
1919	0.9971667898	0.04118974489
1920	0.9971667898	0.04113657787
1921	0.9971667898	0.04108273264
1922	0.9971667898	0.04107131599
1923	0.9971667898	0.04105186142
1924	0.9971667898	0.04100363523
1925	0.9971667898	0.04099145862
1926	0.9971667898	0.0409832455
1927	0.9971667898	0.04094631251
1928	0.9971667898	0.04092494108
1929	0.9971667898	0.0409217848
1930	0.9971667898	0.04089896936
1931	0.9971667898	0.04089048726
1932	0.9971667898	0.04088389349
1933	0.9971667898	0.0408650781
1934	0.9971667898	0.0408476099
1935	0.9971667898	0.04081619335
1936	0.9971667898	0.04079410282
1937	0.9971667898	0.04076942054
1938	0.9971667898	0.04075742112
1939	0.9971667898	0.04073590573
1940	0.9971667898	0.04071487674
1941	0.9971667898	0.0406778753
1942	0.9971667898	0.04064002887
1943	0.9971667898	0.0406315977
1944	0.9971667898	0.04060127686
1945	0.9971667898	0.04057598564
1946	0.9971667898	0.04053936654
1947	0.9971667898	0.04050811073
1948	0.9971667898	0.04048881674
1949	0.9971667898	0.04047677223
1950	0.9971667898	0.04044508047
1951	0.9971667898	0.04042037954
1952	0.9971667898	0.04041080926
1953	0.9971667898	0.04037245912
1954	0.9971667898	0.04033592372
1955	0.9971667898	0.04031062485
1956	0.9971667898	0.04030350433
1957	0.9971667898	0.04027691065
1958	0.9971667898	0.04025017611
1959	0.9971667898	0.04023411162
1960	0.9971667898	0.04022540444
1961	0.9971667898	0.04016408567
1962	0.9971667898	0.04014833444
1963	0.9971667898	0.04010480266
1964	0.9971667898	0.04008584363
1965	0.9971667898	0.04006757377
1966	0.9972899729	0.04004684366
1967	0.9972899729	0.03998557314
1968	0.9972899729	0.03994943502
1969	0.9972899729	0.03991294199
1970	0.9972899729	0.03987393863
1971	0.9972899729	0.03983127827
1972	0.9972899729	0.03981634928
1973	0.9972899729	0.03978440615
1974	0.9972899729	0.03977182334
1975	0.9972899729	0.03974672711
1976	0.9972899729	0.03971299248
1977	0.9972899729	0.03968668536
1978	0.9972899729	0.03968164943
1979	0.9974131559	0.03965999122
1980	0.9974131559	0.03960561543
1981	0.9974131559	0.03958196914
1982	0.9974131559	0.0395661037
1983	0.9974131559	0.03951985349
1984	0.9974131559	0.03950966273
1985	0.9974131559	0.03944930537
1986	0.9974131559	0.03943013328
1987	0.9974131559	0.03941003134
1988	0.9974131559	0.03938528225
1989	0.9974131559	0.03936969635
1990	0.9974131559	0.03934363765
1991	0.9974131559	0.03931926743
1992	0.9974131559	0.0392834162
1993	0.9974131559	0.03927333385
1994	0.9974131559	0.03926509364
1995	0.9974131559	0.03924863203
1996	0.9974131559	0.03921631023
1997	0.9974131559	0.03918113102
1998	0.9974131559	0.03916699193
1999	0.9974131559	0.03914549015
2000	0.9974131559	0.03908784235
2001	0.9974131559	0.03907081781
2002	0.9974131559	0.03906784749
2003	0.9974131559	0.03905394379
2004	0.9974131559	0.03902075554
2005	0.9974131559	0.03898602738
2006	0.9974131559	0.03896041887
2007	0.9974131559	0.03894523322
2008	0.9974131559	0.0389087211
2009	0.9974131559	0.03888609487
2010	0.9974131559	0.03887870621
2011	0.9974131559	0.03886121333
2012	0.9974131559	0.03880618832
2013	0.9974131559	0.03875900813
2014	0.9974131559	0.03872436439
2015	0.9974131559	0.0386942189
2016	0.9974131559	0.0386690698
2017	0.9974131559	0.03863500603
2018	0.9974131559	0.03859947155
2019	0.9974131559	0.03857713586
2020	0.9974131559	0.03855945596
2021	0.9974131559	0.0385330532
2022	0.9974131559	0.03849705795
2023	0.9974131559	0.03847360758
2024	0.9974131559	0.03845305026
2025	0.9974131559	0.03843882105
2026	0.9974131559	0.03842063029
2027	0.9974131559	0.03840144736
2028	0.9974131559	0.03836859954
2029	0.9974131559	0.03835874519
2030	0.9974131559	0.03833653991
2031	0.9974131559	0.03830119615
2032	0.9974131559	0.03828565357
2033	0.9974131559	0.03827221346
2034	0.9974131559	0.03825526155
2035	0.9974131559	0.03823719043
2036	0.9974131559	0.03821775333
2037	0.9974131559	0.0381869069
2038	0.9974131559	0.03817005136
2039	0.9974131559	0.03814802834
2040	0.9974131559	0.03814158067
2041	0.9974131559	0.03811653785
2042	0.9974131559	0.03808759723
2043	0.9974131559	0.03806957238
2044	0.9974131559	0.03804216034
2045	0.9974131559	0.03803673305
2046	0.9974131559	0.03801691699
2047	0.9974131559	0.0379950347
2048	0.9974131559	0.03796792847
2049	0.9974131559	0.03796277554
2050	0.9974131559	0.03793887913
2051	0.9974131559	0.03792318223
2052	0.9974131559	0.03789004781
2053	0.9974131559	0.0378839819
2054	0.9974131559	0.03785599785
2055	0.9974131559	0.03783620808
2056	0.9974131559	0.03781411488
2057	0.9974131559	0.03776520966
2058	0.9974131559	0.03775745681
2059	0.9974131559	0.03773644689
2060	0.9974131559	0.03769313954
2061	0.9974131559	0.03767021035
2062	0.9974131559	0.03764995934
2063	0.9974131559	0.03762386616
2064	0.9974131559	0.03762142313
2065	0.9974131559	0.03758122928
2066	0.9974131559	0.03756115282
2067	0.9974131559	0.03754630347
2068	0.9974131559	0.03754173997
2069	0.9974131559	0.03753562059
2070	0.9974131559	0.03751946954
2071	0.9974131559	0.03749637202
2072	0.9974131559	0.03747554436
2073	0.9974131559	0.03745374198
2074	0.9974131559	0.03743776469
2075	0.9974131559	0.03741227952
2076	0.9974131559	0.03739975364
2077	0.9974131559	0.0373878061
2078	0.9974131559	0.03736360462
2079	0.9974131559	0.03732149375
2080	0.9974131559	0.03729727063
2081	0.9974131559	0.0372714286
2082	0.9974131559	0.03723527078
2083	0.9974131559	0.03720643665
2084	0.997536339	0.03716435676
2085	0.9974131559	0.03715062829
2086	0.997536339	0.03711422708
2087	0.9974131559	0.03709034555
2088	0.9974131559	0.03706967199
2089	0.9974131559	0.03706187185
2090	0.9974131559	0.0370534086
2091	0.997536339	0.03701636525
2092	0.997536339	0.03699486189
2093	0.997536339	0.03696159448
2094	0.997536339	0.03693225187
2095	0.997536339	0.03689547974
2096	0.997659522	0.0368496981
2097	0.997659522	0.0368168818
2098	0.997659522	0.03677194662
2099	0.997659522	0.03675391503
2100	0.997659522	0.03672222898
2101	0.997659522	0.03670888439
2102	0.997659522	0.0366926088
2103	0.997659522	0.0366710962
2104	0.997659522	0.03663610613
2105	0.997659522	0.03662490022
2106	0.997659522	0.03659308741
2107	0.997659522	0.03657284482
2108	0.9977827051	0.03652376525
2109	0.9977827051	0.03651944564
2110	0.9977827051	0.03650148067
2111	0.9977827051	0.03647645384
2112	0.9977827051	0.03646489354
2113	0.9977827051	0.03644941922
2114	0.9977827051	0.03644345691
2115	0.9979058881	0.0364059765
2116	0.9979058881	0.03638180828
2117	0.9979058881	0.03638001126
2118	0.9979058881	0.03635274444
2119	0.9980290712	0.03630881915
2120	0.9980290712	0.03629506422
2121	0.9980290712	0.03628138932
2122	0.9980290712	0.03625784999
2123	0.9980290712	0.03622280002
2124	0.9980290712	0.0361887692
2125	0.9980290712	0.0361629262
2126	0.9980290712	0.03614743815
2127	0.9980290712	0.03612991202
2128	0.9980290712	0.03609461441
2129	0.9980290712	0.03607806319
2130	0.9980290712	0.03602632664
2131	0.9980290712	0.03602461486
2132	0.9980290712	0.0360021706
2133	0.9980290712	0.03595773578
2134	0.9980290712	0.03593245573
2135	0.9980290712	0.03590826985
2136	0.9980290712	0.03587385596
2137	0.9980290712	0.03586347908
2138	0.9980290712	0.03585270825
2139	0.9980290712	0.03584394583
2140	0.9980290712	0.03581753818
2141	0.9980290712	0.03578241849
2142	0.9980290712	0.03576395522
2143	0.9980290712	0.03575186133
2144	0.9980290712	0.03572648664
2145	0.9980290712	0.03569721855
2146	0.9980290712	0.03565917583
2147	0.9980290712	0.03562344727
2148	0.9980290712	0.03558316312
2149	0.9980290712	0.03558005046
2150	0.9980290712	0.03556260785
2151	0.9980290712	0.03555473346
2152	0.9980290712	0.03553708931
2153	0.9980290712	0.03550795972
2154	0.9980290712	0.03548678495
2155	0.9980290712	0.03545226445
2156	0.9980290712	0.03544180543
2157	0.9980290712	0.03540914435
2158	0.9980290712	0.03538407272
2159	0.9980290712	0.0353824512
2160	0.9980290712	0.0353476217
2161	0.9980290712	0.03533520389
2162	0.9980290712	0.03532385191
2163	0.9980290712	0.03530904518
2164	0.9980290712	0.03530678724
2165	0.9980290712	0.03526367259
2166	0.9980290712	0.03524775468
2167	0.9980290712	0.03523796007
2168	0.9980290712	0.03519955038
2169	0.9981522542	0.03517282016
2170	0.9981522542	0.03514214798
2171	0.9981522542	0.03511083816
2172	0.9981522542	0.03507673032
2173	0.9981522542	0.03506334658
2174	0.9982754373	0.03502773495
2175	0.9982754373	0.03501071797
2176	0.9982754373	0.03498433984
2177	0.9982754373	0.03497166218
2178	0.9982754373	0.03493278329
2179	0.9982754373	0.03492061791
2180	0.9982754373	0.03490353623
2181	0.9982754373	0.03488516318
2182	0.9982754373	0.03487510809
2183	0.9982754373	0.03486320141
2184	0.9982754373	0.03482555559
2185	0.9982754373	0.03480349753
2186	0.9982754373	0.03476191281
2187	0.9982754373	0.0347559026
2188	0.9982754373	0.03473775284
2189	0.9982754373	0.03473619585
2190	0.9982754373	0.03471950341
2191	0.9982754373	0.03470373706
2192	0.9982754373	0.03466755968
2193	0.9982754373	0.03465000091
2194	0.9982754373	0.03462403812
2195	0.9982754373	0.03460978371
2196	0.9982754373	0.03457715546
2197	0.9982754373	0.03454548624
2198	0.9982754373	0.03452621975
2199	0.9982754373	0.03449771531
2200	0.9982754373	0.03448829658
2201	0.9982754373	0.03444864994
2202	0.9982754373	0.03443581737
2203	0.9982754373	0.03442200726
2204	0.9982754373	0.03442094029
2205	0.9982754373	0.03440178772
2206	0.9982754373	0.03437990099
2207	0.9982754373	0.0343653827
2208	0.9982754373	0.03434831716
2209	0.9982754373	0.0343077171
2210	0.9982754373	0.03430023084
2211	0.9982754373	0.03427603433
2212	0.9982754373	0.03426552669
2213	0.9982754373	0.03424792628
2214	0.9982754373	0.03423960496
2215	0.9982754373	0.03422209374
2216	0.9982754373	0.0341928189
2217	0.9982754373	0.03418500622
2218	0.9982754373	0.03417318965
2219	0.9982754373	0.03415496645
2220	0.9982754373	0.03413329102
2221	0.9982754373	0.03411214167
2222	0.9982754373	0.03408745021
2223	0.9983986203	0.03406296364
2224	0.9982754373	0.03403294871
2225	0.9982754373	0.03402580639
2226	0.9982754373	0.03400859572
2227	0.9982754373	0.03398254926
2228	0.9982754373	0.03396769668
2229	0.9982754373	0.0339549976
2230	0.9982754373	0.0339478313
2231	0.9982754373	0.0339307516
2232	0.9982754373	0.03391770082
2233	0.9982754373	0.03390572932
2234	0.9982754373	0.03386054112
2235	0.9982754373	0.03383401962
2236	0.9982754373	0.03382221844
2237	0.9982754373	0.03380793634
2238	0.9982754373	0.03376538805
2239	0.9982754373	0.03375386699
2240	0.9982754373	0.03373695632
2241	0.9982754373	0.03372903462
2242	0.9982754373	0.03368872724
2243	0.9982754373	0.03367195559
2244	0.9982754373	0.03365849246
2245	0.9982754373	0.03365219147
2246	0.9982754373	0.03364380711
2247	0.9982754373	0.03362090288
2248	0.9982754373	0.03361041271
2249	0.9982754373	0.03359730251
2250	0.9982754373	0.03356633663
2251	0.9982754373	0.03355158284
2252	0.9982754373	0.03353302366
2253	0.9982754373	0.03350864427
2254	0.9982754373	0.03347634307
2255	0.9985218034	0.03344522367
2256	0.9985218034	0.03343273446
2257	0.9985218034	0.03341040607
2258	0.9985218034	0.03340892897
2259	0.9985218034	0.03339632652
2260	0.9983986203	0.03338262197
2261	0.9983986203	0.03336023512
2262	0.9983986203	0.03335540633
2263	0.9983986203	0.03335203033
2264	0.9983986203	0.03334243914
2265	0.9983986203	0.0333061983
2266	0.9983986203	0.03328695832
2267	0.9983986203	0.03326509838
2268	0.9983986203	0.03325587513
2269	0.9983986203	0.03323596218
2270	0.9983986203	0.03321605154
2271	0.9983986203	0.03320828848
2272	0.9983986203	0.03319946117
2273	0.9983986203	0.03316379321
2274	0.9983986203	0.03313699437
2275	0.9983986203	0.03312956316
2276	0.9983986203	0.03311292989
2277	0.9983986203	0.03308839821
2278	0.9983986203	0.03308510295
2279	0.9983986203	0.03305863113
2280	0.9983986203	0.03302936801
2281	0.9983986203	0.03301074569
2282	0.9983986203	0.0329831338
2283	0.9983986203	0.03297161984
2284	0.9985218034	0.03296282321
2285	0.9985218034	0.03295284078
2286	0.9983986203	0.03292206045
2287	0.9983986203	0.0329022068
2288	0.9983986203	0.03288563985
2289	0.9983986203	0.03287475414
2290	0.9985218034	0.03285632345
2291	0.9985218034	0.03284718273
2292	0.9985218034	0.03282530926
2293	0.9985218034	0.03278948466
2294	0.9985218034	0.03277834817
2295	0.9985218034	0.03275269397
2296	0.9985218034	0.03274537706
2297	0.9985218034	0.03271771872
2298	0.9985218034	0.03271098945
2299	0.9985218034	0.03269571604
2300	0.9985218034	0.03267738125
2301	0.9985218034	0.03267050608
2302	0.9985218034	0.03265188311
2303	0.9985218034	0.0326459944
2304	0.9985218034	0.03262596901
2305	0.9985218034	0.03261471494
2306	0.9985218034	0.03260444675
2307	0.9985218034	0.03259329021
2308	0.9986449864	0.03258136921
2309	0.9986449864	0.03257602176
2310	0.9986449864	0.03255144332
2311	0.9986449864	0.03252384595
2312	0.9986449864	0.03251184077
2313	0.9986449864	0.03249659439
2314	0.9986449864	0.0324638801
2315	0.9986449864	0.03245054557
2316	0.9986449864	0.03243254383
2317	0.9986449864	0.03242051265
2318	0.9986449864	0.03239142616
2319	0.9986449864	0.03236549013
2320	0.9986449864	0.03235735505
2321	0.9986449864	0.03232974477
2322	0.9986449864	0.03229377545
2323	0.9986449864	0.03227928187
2324	0.9986449864	0.03226725644
2325	0.9986449864	0.03225812083
2326	0.9986449864	0.03224928435
2327	0.9986449864	0.03221978604
2328	0.9986449864	0.03218459406
2329	0.9986449864	0.03217553213
2330	0.9986449864	0.0321612394
2331	0.9986449864	0.03214529382
2332	0.9986449864	0.03213599456
2333	0.9986449864	0.03210562009
2334	0.9986449864	0.03208512798
2335	0.9986449864	0.03205608058
2336	0.9986449864	0.03203679093
2337	0.9986449864	0.03202333095
2338	0.9986449864	0.0319901139
2339	0.9986449864	0.03197328704
2340	0.9986449864	0.03196096637
2341	0.9986449864	0.03193991047
2342	0.9986449864	0.03190247794
2343	0.9986449864	0.03189706478
2344	0.9986449864	0.03186331291
2345	0.9986449864	0.0318338244
2346	0.9986449864	0.03180890423
2347	0.9986449864	0.03179654061
2348	0.9986449864	0.03177665727
2349	0.9986449864	0.03176448206
2350	0.9986449864	0.03174214023
2351	0.9986449864	0.03172570412
2352	0.9986449864	0.03171822693
2353	0.9986449864	0.03170208485
2354	0.9986449864	0.03168560122
2355	0.9986449864	0.0316730428
2356	0.9986449864	0.03166405576
2357	0.9986449864	0.03164551257
2358	0.9986449864	0.03161466198
2359	0.9986449864	0.03160657254
2360	0.9986449864	0.03159664882
2361	0.9986449864	0.0315851613
2362	0.9986449864	0.03157839363
2363	0.9986449864	0.03155560018
2364	0.9986449864	0.03153273259
2365	0.9986449864	0.03151588397
2366	0.9986449864	0.0315079219
2367	0.9986449864	0.03149717503
2368	0.9986449864	0.03148226731
2369	0.9986449864	0.03147302422
2370	0.9986449864	0.03146400435
2371	0.9986449864	0.03143205646
2372	0.9986449864	0.03141996675
2373	0.9986449864	0.03140421561
2374	0.9986449864	0.03137929043
2375	0.9986449864	0.03136459794
2376	0.9986449864	0.03135219113
2377	0.9986449864	0.03131766039
2378	0.9986449864	0.03128611525
2379	0.9986449864	0.03126530511
2380	0.9986449864	0.03124219113
2381	0.9986449864	0.03123488949
2382	0.9986449864	0.03123178784
2383	0.9986449864	0.03122265065
2384	0.9986449864	0.03121039945
2385	0.9986449864	0.03118417446
2386	0.9986449864	0.03117888218
2387	0.9987681695	0.03116021911
2388	0.9987681695	0.03113720911
2389	0.9987681695	0.03112070258
2390	0.9987681695	0.03109913955
2391	0.9987681695	0.03108381741
2392	0.9987681695	0.03106750936
2393	0.9987681695	0.03103855537
2394	0.9987681695	0.03102650129
2395	0.9987681695	0.03100713381
2396	0.9987681695	0.03096371478
2397	0.9987681695	0.03092971969
2398	0.9987681695	0.03092077415
2399	0.9987681695	0.03089551934
2400	0.9987681695	0.03086283056
2401	0.9987681695	0.03085152483
2402	0.9987681695	0.03083152244
2403	0.9987681695	0.03080635795
2404	0.9987681695	0.03079877515
2405	0.9987681695	0.03079152799
2406	0.9987681695	0.03077158438
2407	0.9987681695	0.03075404341
2408	0.9987681695	0.03073301777
2409	0.9987681695	0.03071682884
2410	0.9987681695	0.03069659453
2411	0.9987681695	0.0306896133
2412	0.9987681695	0.03065520975
2413	0.9987681695	0.03063704813
2414	0.9987681695	0.03062295896
2415	0.9987681695	0.03061573216
2416	0.9987681695	0.03060693693
2417	0.9987681695	0.03057329674
2418	0.9987681695	0.03056555403
2419	0.9987681695	0.03053812561
2420	0.9987681695	0.03052822903
2421	0.9987681695	0.0305048729
2422	0.9987681695	0.03049408725
2423	0.9987681695	0.03047311978
2424	0.9987681695	0.03043750404
2425	0.9987681695	0.03042804505
2426	0.9987681695	0.03041101097
2427	0.9987681695	0.03038038258
2428	0.9987681695	0.03036765981
2429	0.9987681695	0.03035425812
2430	0.9987681695	0.03032699475
2431	0.9987681695	0.03030959369
2432	0.9987681695	0.03029595043
2433	0.9987681695	0.03028099465
2434	0.9987681695	0.03026865423
2435	0.9987681695	0.03025994972
2436	0.9987681695	0.03024914852
2437	0.9987681695	0.03023552357
2438	0.9987681695	0.03022709808
2439	0.9987681695	0.03021395732
2440	0.9987681695	0.03018826724
2441	0.9987681695	0.03018143662
2442	0.9987681695	0.03016094911
2443	0.9987681695	0.03013387975
2444	0.9987681695	0.03012224459
2445	0.9987681695	0.03009979818
2446	0.9987681695	0.03009544619
2447	0.9987681695	0.03008119361
2448	0.9987681695	0.03006648498
2449	0.9987681695	0.03004815516
2450	0.9987681695	0.03003487165
2451	0.9987681695	0.03002966391
2452	0.9987681695	0.03001457801
2453	0.9987681695	0.03000702741
2454	0.9987681695	0.03000078213
2455	0.9987681695	0.02997915577
2456	0.9987681695	0.02994401187
2457	0.9987681695	0.02992619014
2458	0.9987681695	0.02989147069
2459	0.9987681695	0.02986193425
2460	0.9987681695	0.02984000603
2461	0.9987681695	0.0298149352
2462	0.9987681695	0.02980910118
2463	0.9987681695	0.02978210415
2464	0.9987681695	0.02976984999
2465	0.9987681695	0.02976377177
2466	0.9987681695	0.02974994284
2467	0.9987681695	0.02973968166
2468	0.9987681695	0.02972318631
2469	0.9987681695	0.02970508014
2470	0.9987681695	0.0296925035
2471	0.9987681695	0.02968218676
2472	0.9987681695	0.02966825733
2473	0.9987681695	0.02965400478
2474	0.9987681695	0.02964058111
2475	0.9987681695	0.02962454558
2476	0.9987681695	0.02961838489
2477	0.9987681695	0.02959591157
2478	0.9987681695	0.02958906656
2479	0.9987681695	0.02958002988
2480	0.9987681695	0.02954615824
2481	0.9987681695	0.02953555271
2482	0.9987681695	0.02950931198
2483	0.9987681695	0.02948840013
2484	0.9987681695	0.02946428649
2485	0.9987681695	0.02944631107
2486	0.9987681695	0.02942159888
2487	0.9987681695	0.02941072692
2488	0.9987681695	0.02939848616
2489	0.9987681695	0.02937269461
2490	0.9987681695	0.02936297064
2491	0.9987681695	0.02933319997
2492	0.9987681695	0.02930637845
2493	0.9987681695	0.02929850358
2494	0.9987681695	0.02928535915
2495	0.9987681695	0.02928045354
2496	0.9987681695	0.02925513317
2497	0.9987681695	0.02924611068
2498	0.9987681695	0.02920683883
2499	0.9987681695	0.02918928223
2500	0.9987681695	0.02916110267
2501	0.9987681695	0.02915548526
2502	0.9987681695	0.02913122975
2503	0.9987681695	0.02910556528
2504	0.9987681695	0.02909113852
2505	0.9987681695	0.02907595583
2506	0.9987681695	0.02907035434
2507	0.9987681695	0.02905646817
2508	0.9987681695	0.02904011788
2509	0.9987681695	0.02903247655
2510	0.9987681695	0.0290110846
2511	0.9987681695	0.02899124675
2512	0.9987681695	0.02897646916
2513	0.9987681695	0.02895240424
2514	0.9987681695	0.02894515707
2515	0.9987681695	0.02891644931
2516	0.9987681695	0.02890125417
2517	0.9987681695	0.02887353273
2518	0.9987681695	0.02886202573
2519	0.9987681695	0.02884782697
2520	0.9987681695	0.02883717664
2521	0.9987681695	0.02882950706
2522	0.9987681695	0.02881569395
2523	0.9987681695	0.02880219785
2524	0.9987681695	0.02878924515
2525	0.9987681695	0.02876830768
2526	0.9987681695	0.02875407159
2527	0.9987681695	0.0287384519
2528	0.9987681695	0.02872827377
2529	0.9987681695	0.02869872633
2530	0.9987681695	0.0286807722
2531	0.9987681695	0.02866863861
2532	0.9987681695	0.02866220391
2533	0.9987681695	0.02863560046
2534	0.9987681695	0.02861470912
2535	0.9987681695	0.02860456275
2536	0.9987681695	0.02859120394
2537	0.9987681695	0.02858349395
2538	0.9987681695	0.02856134765
2539	0.9987681695	0.02855277227
2540	0.9987681695	0.02854200705
2541	0.9987681695	0.02852984561
